赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2003-2004,26,2004-02-29 02:30,0,瓦拉多利德,123,,1-2,1-1,0,萨拉戈萨,111,
2003-2004,26,2004-02-29 04:30,0,皇家贝蒂斯,96,,1-1,1-1,0,塞维利亚,86,
2003-2004,26,2004-02-29 23:59,0,马拉加,102,,1-0,1-0,0,桑坦德竞技,104,
2003-2004,26,2004-02-29 23:59,0,比利亚雷亚尔,107,,0-1,0-1,0,毕尔巴鄂竞技,92,
2003-2004,26,2004-02-29 23:59,0,穆尔西亚,117,,0-1,0-1,0,奥萨苏纳,94,
2003-2004,26,2004-02-29 23:59,0,西班牙人,100,,2-1,1-0,0,巴伦西亚,91,
2003-2004,26,2004-02-29 23:59,0,马洛卡,101,,0-1,0-0,0,马德里竞技,109,
2003-2004,26,2004-02-29 23:59,0,皇家社会,106,,0-1,0-0,0,阿尔巴切特,110,
2003-2004,26,2004-03-01 02:00,0,皇家马德里,82,,4-2,0-1,0,塞尔塔,114,
2003-2004,26,2004-03-01 04:00,0,拉科鲁尼亚,93,,2-3,0-2,0,巴塞罗那,84,
2003-2004,27,2004-03-07 02:30,0,塞尔塔,114,,1-5,0-2,0,西班牙人,100,
2003-2004,27,2004-03-07 02:30,0,奥萨苏纳,94,,1-1,1-0,0,皇家社会,106,
2003-2004,27,2004-03-07 02:30,0,桑坦德竞技,104,,1-1,1-1,0,皇家马德里,82,
2003-2004,27,2004-03-07 04:30,0,巴伦西亚,91,,3-0,1-0,0,拉科鲁尼亚,93,
2003-2004,27,2004-03-07 23:59,0,巴塞罗那,84,,3-2,2-0,0,马洛卡,101,
2003-2004,27,2004-03-07 23:59,0,萨拉戈萨,111,,1-0,0-0,0,马拉加,102,
2003-2004,27,2004-03-07 23:59,0,毕尔巴鄂竞技,92,,1-4,0-3,0,瓦拉多利德,123,
2003-2004,27,2004-03-07 23:59,0,阿尔巴切特,110,,1-0,1-0,0,皇家贝蒂斯,96,
2003-2004,27,2004-03-08 02:00,0,塞维利亚,86,,2-0,0-0,0,比利亚雷亚尔,107,
2003-2004,27,2004-03-08 04:00,0,马德里竞技,109,,1-1,0-0,0,穆尔西亚,117,
2003-2004,28,2004-03-14 02:30,0,皇家马德里,82,,1-1,1-1,0,萨拉戈萨,111,
2003-2004,28,2004-03-14 04:30,0,皇家社会,106,,2-1,2-0,0,马德里竞技,109,
2003-2004,28,2004-03-14 23:59,0,皇家贝蒂斯,96,,1-1,1-1,0,奥萨苏纳,94,
2003-2004,28,2004-03-14 23:59,0,瓦拉多利德,123,,2-0,0-0,0,塞维利亚,86,
2003-2004,28,2004-03-14 23:59,0,比利亚雷亚尔,107,,2-1,0-1,0,阿尔巴切特,110,
2003-2004,28,2004-03-14 23:59,0,马洛卡,101,,4-2,2-1,0,拉科鲁尼亚,93,
2003-2004,28,2004-03-14 23:59,0,西班牙人,100,,0-1,0-0,0,桑坦德竞技,104,
2003-2004,28,2004-03-14 23:59,0,马拉加,102,,2-1,0-1,0,毕尔巴鄂竞技,92,
2003-2004,28,2004-03-15 02:00,0,穆尔西亚,117,,0-2,0-1,0,巴塞罗那,84,
2003-2004,28,2004-03-15 04:00,0,塞尔塔,114,,0-2,0-1,0,巴伦西亚,91,
2003-2004,29,2004-03-21 02:30,0,毕尔巴鄂竞技,92,,4-2,2-0,0,皇家马德里,82,
2003-2004,29,2004-03-21 04:00,0,拉科鲁尼亚,93,,1-0,1-0,0,穆尔西亚,117,
2003-2004,29,2004-03-21 04:30,0,马德里竞技,109,,2-1,0-0,0,皇家贝蒂斯,96,
2003-2004,29,2004-03-21 23:59,0,奥萨苏纳,94,,2-1,1-0,0,比利亚雷亚尔,107,
2003-2004,29,2004-03-21 23:59,0,阿尔巴切特,110,,2-0,1-0,0,瓦拉多利德,123,
2003-2004,29,2004-03-21 23:59,0,萨拉戈萨,111,,1-1,1-1,0,西班牙人,100,
2003-2004,29,2004-03-21 23:59,0,桑坦德竞技,104,,4-4,2-1,0,塞尔塔,114,
2003-2004,29,2004-03-21 23:59,0,塞维利亚,86,,0-1,0-0,0,马拉加,102,
2003-2004,29,2004-03-22 02:00,0,巴伦西亚,91,,5-1,1-0,0,马洛卡,101,
2003-2004,29,2004-03-22 04:00,0,巴塞罗那,84,,1-0,0-0,0,皇家社会,106,
2003-2004,30,2004-03-28 02:30,0,皇家社会,106,,1-2,1-1,0,拉科鲁尼亚,93,
2003-2004,30,2004-03-28 04:30,0,西班牙人,100,,2-1,1-0,0,毕尔巴鄂竞技,92,
2003-2004,30,2004-03-28 23:00,0,比利亚雷亚尔,107,,0-0,0-0,0,马德里竞技,109,
2003-2004,30,2004-03-28 23:00,0,塞尔塔,114,,0-2,0-0,0,萨拉戈萨,111,
2003-2004,30,2004-03-28 23:00,0,穆尔西亚,117,,2-0,1-0,0,马洛卡,101,
2003-2004,30,2004-03-28 23:00,0,瓦拉多利德,123,,1-1,1-0,0,奥萨苏纳,94,
2003-2004,30,2004-03-28 23:00,0,桑坦德竞技,104,,0-3,0-2,0,巴伦西亚,91,
2003-2004,30,2004-03-28 23:00,0,马拉加,102,,1-1,0-1,0,阿尔巴切特,110,
2003-2004,30,2004-03-29 03:00,0,皇家马德里,82,,5-1,2-0,0,塞维利亚,86,
2003-2004,30,2004-04-15 03:00,0,皇家贝蒂斯,96,,1-1,1-1,0,巴塞罗那,84,
2003-2004,31,2004-04-03 23:59,0,塞维利亚,86,,1-0,0-0,0,西班牙人,100,
2003-2004,31,2004-04-04 02:00,0,阿尔巴切特,110,,1-2,0-1,0,皇家马德里,82,
2003-2004,31,2004-04-04 04:00,0,巴塞罗那,84,,0-0,0-0,0,比利亚雷亚尔,107,
2003-2004,31,2004-04-04 23:30,0,萨拉戈萨,111,,2-2,1-0,0,桑坦德竞技,104,
2003-2004,31,2004-04-04 23:30,0,拉科鲁尼亚,93,,2-2,2-1,0,皇家贝蒂斯,96,
2003-2004,31,2004-04-04 23:30,0,毕尔巴鄂竞技,92,,0-0,0-0,0,塞尔塔,114,
2003-2004,31,2004-04-04 23:30,0,奥萨苏纳,94,,1-1,1-0,0,马拉加,102,
2003-2004,31,2004-04-04 23:30,0,马洛卡,101,,1-1,0-1,0,皇家社会,106,
2003-2004,31,2004-04-05 01:30,0,马德里竞技,109,,2-1,2-0,0,瓦拉多利德,123,
2003-2004,31,2004-04-05 03:30,0,巴伦西亚,91,,2-0,0-0,0,穆尔西亚,117,
2003-2004,32,2004-04-10 23:59,0,瓦拉多利德,123,,1-3,0-2,0,巴塞罗那,84,
2003-2004,32,2004-04-11 02:00,0,马拉加,102,,3-1,2-1,0,马德里竞技,109,
2003-2004,32,2004-04-11 04:00,0,塞尔塔,114,,0-0,0-0,0,塞维利亚,86,
2003-2004,32,2004-04-11 23:30,0,皇家社会,106,,2-0,0-0,0,穆尔西亚,117,
2003-2004,32,2004-04-11 23:30,0,比利亚雷亚尔,107,,0-2,0-1,0,拉科鲁尼亚,93,
2003-2004,32,2004-04-11 23:30,0,皇家贝蒂斯,96,,0-2,0-1,0,马洛卡,101,
2003-2004,32,2004-04-11 23:30,0,西班牙人,100,,1-1,0-1,0,阿尔巴切特,110,
2003-2004,32,2004-04-11 23:30,0,桑坦德竞技,104,,1-2,0-1,0,毕尔巴鄂竞技,92,
2003-2004,32,2004-04-12 01:30,0,萨拉戈萨,111,,0-1,0-0,0,巴伦西亚,91,
2003-2004,32,2004-04-12 03:30,0,皇家马德里,82,,0-3,0-2,0,奥萨苏纳,94,
2003-2004,33,2004-04-17 23:59,0,拉科鲁尼亚,93,,1-1,0-1,0,瓦拉多利德,123,
2003-2004,33,2004-04-18 02:00,0,毕尔巴鄂竞技,92,,4-0,1-0,0,萨拉戈萨,111,
2003-2004,33,2004-04-18 04:00,0,马德里竞技,109,,1-2,0-1,0,皇家马德里,82,
2003-2004,33,2004-04-18 23:30,0,塞维利亚,86,,5-2,2-0,0,桑坦德竞技,104,
2003-2004,33,2004-04-18 23:30,0,穆尔西亚,117,,0-1,0-1,0,皇家贝蒂斯,96,
2003-2004,33,2004-04-18 23:30,0,马洛卡,101,,1-2,1-1,0,比利亚雷亚尔,107,
2003-2004,33,2004-04-18 23:30,0,阿尔巴切特,110,,0-2,0-1,0,塞尔塔,114,
2003-2004,33,2004-04-18 23:30,0,奥萨苏纳,94,,1-3,0-1,0,西班牙人,100,
2003-2004,33,2004-04-19 01:30,0,巴伦西亚,91,,2-2,0-0,0,皇家社会,106,
2003-2004,33,2004-04-19 03:30,0,巴塞罗那,84,,3-0,3-0,0,马拉加,102,
2003-2004,34,2004-04-25 02:00,0,西班牙人,100,,3-1,0-0,0,马德里竞技,109,
2003-2004,34,2004-04-25 04:00,0,马拉加,102,,1-1,0-0,0,拉科鲁尼亚,93,
2003-2004,34,2004-04-25 23:30,0,比利亚雷亚尔,107,,1-0,0-0,0,穆尔西亚,117,
2003-2004,34,2004-04-25 23:30,0,塞尔塔,114,,1-0,0-0,0,奥萨苏纳,94,
2003-2004,34,2004-04-25 23:30,0,萨拉戈萨,111,,4-4,2-1,0,塞维利亚,86,
2003-2004,34,2004-04-25 23:30,0,桑坦德竞技,104,,0-2,0-1,0,阿尔巴切特,110,
2003-2004,34,2004-04-25 23:30,0,皇家贝蒂斯,96,,2-1,2-1,0,皇家社会,106,
2003-2004,34,2004-04-25 23:30,0,瓦拉多利德,123,,1-3,0-1,0,马洛卡,101,
2003-2004,34,2004-04-26 01:30,0,皇家马德里,82,,1-2,0-0,0,巴塞罗那,84,
2003-2004,34,2004-04-26 03:30,0,毕尔巴鄂竞技,92,,1-1,1-1,0,巴伦西亚,91,
2003-2004,35,2004-05-02 02:00,0,马德里竞技,109,,3-2,3-1,0,塞尔塔,114,
2003-2004,35,2004-05-02 04:00,0,拉科鲁尼亚,93,,2-0,1-0,0,皇家马德里,82,
2003-2004,35,2004-05-02 23:30,0,马洛卡,101,,2-1,1-0,0,马拉加,102,
2003-2004,35,2004-05-02 23:30,0,阿尔巴切特,110,,3-1,1-0,0,萨拉戈萨,111,
2003-2004,35,2004-05-02 23:30,0,塞维利亚,86,,2-0,1-0,0,毕尔巴鄂竞技,92,
2003-2004,35,2004-05-02 23:30,0,皇家社会,106,,2-2,1-1,0,比利亚雷亚尔,107,
2003-2004,35,2004-05-02 23:30,0,穆尔西亚,117,,2-1,1-1,0,瓦拉多利德,123,
2003-2004,35,2004-05-02 23:59,0,奥萨苏纳,94,,1-2,0-0,0,桑坦德竞技,104,
2003-2004,35,2004-05-03 01:30,0,巴伦西亚,91,,2-0,1-0,0,皇家贝蒂斯,96,
2003-2004,35,2004-05-03 03:30,0,巴塞罗那,84,,4-1,2-1,0,西班牙人,100,
2003-2004,36,2004-05-09 02:00,0,塞尔塔,114,,1-0,1-0,0,巴塞罗那,84,
2003-2004,36,2004-05-09 04:00,0,皇家马德里,82,,2-3,1-3,0,马洛卡,101,
2003-2004,36,2004-05-09 23:30,0,瓦拉多利德,123,,2-2,1-2,0,皇家社会,106,
2003-2004,36,2004-05-09 23:30,0,萨拉戈萨,111,,1-0,0-0,0,奥萨苏纳,94,
2003-2004,36,2004-05-09 23:30,0,西班牙人,100,,2-0,1-0,0,拉科鲁尼亚,93,
2003-2004,36,2004-05-09 23:30,0,马拉加,102,,1-0,0-0,0,穆尔西亚,117,
2003-2004,36,2004-05-09 23:30,0,比利亚雷亚尔,107,,1-0,0-0,0,皇家贝蒂斯,96,
2003-2004,36,2004-05-09 23:30,0,毕尔巴鄂竞技,92,,1-1,0-0,0,阿尔巴切特,110,
2003-2004,36,2004-05-10 01:30,0,塞维利亚,86,,0-2,0-1,0,巴伦西亚,91,
2003-2004,36,2004-05-10 03:30,0,桑坦德竞技,104,,2-2,0-1,0,马德里竞技,109,
2003-2004,37,2004-05-15 04:00,0,比利亚雷亚尔,107,,2-1,2-1,0,巴伦西亚,91,
2003-2004,37,2004-05-16 02:00,0,拉科鲁尼亚,93,,3-0,3-0,0,塞尔塔,114,
2003-2004,37,2004-05-16 02:00,0,皇家贝蒂斯,96,,1-0,0-0,0,瓦拉多利德,123,
2003-2004,37,2004-05-16 23:30,0,皇家社会,106,,1-1,0-0,0,马拉加,102,
2003-2004,37,2004-05-16 23:30,0,阿尔巴切特,110,,1-4,0-1,0,塞维利亚,86,
2003-2004,37,2004-05-16 23:30,0,奥萨苏纳,94,,1-2,0-0,0,毕尔巴鄂竞技,92,
2003-2004,37,2004-05-16 23:30,0,马洛卡,101,,4-2,0-2,0,西班牙人,100,
2003-2004,37,2004-05-16 23:59,0,马德里竞技,109,,1-2,0-0,0,萨拉戈萨,111,
2003-2004,37,2004-05-17 01:30,0,巴塞罗那,84,,1-0,1-0,0,桑坦德竞技,104,
2003-2004,37,2004-05-17 03:30,0,穆尔西亚,117,,2-1,2-0,0,皇家马德里,82,
2003-2004,38,2004-05-24 01:00,0,桑坦德竞技,104,,0-1,0-1,0,拉科鲁尼亚,93,
2003-2004,38,2004-05-24 01:00,0,马拉加,102,,2-3,2-0,0,皇家贝蒂斯,96,
2003-2004,38,2004-05-24 03:00,0,巴伦西亚,91,,0-1,0-0,0,阿尔巴切特,110,
2003-2004,38,2004-05-24 03:00,0,皇家马德里,82,,1-4,1-3,0,皇家社会,106,
2003-2004,38,2004-05-24 03:00,0,塞维利亚,86,,1-0,0-0,0,奥萨苏纳,94,
2003-2004,38,2004-05-24 03:00,0,西班牙人,100,,2-0,0-0,0,穆尔西亚,117,
2003-2004,38,2004-05-24 03:00,0,塞尔塔,114,,1-2,0-0,0,马洛卡,101,
2003-2004,38,2004-05-24 03:00,0,萨拉戈萨,111,,2-1,0-0,0,巴塞罗那,84,
2003-2004,38,2004-05-24 03:00,0,瓦拉多利德,123,,3-0,1-0,0,比利亚雷亚尔,107,
2003-2004,38,2004-05-24 03:00,0,毕尔巴鄂竞技,92,,3-4,1-3,0,马德里竞技,109,
赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2004-2005,1,2004-08-29 02:00,0,马德里竞技,109,,2-0,1-0,0,马拉加,102,
2004-2005,1,2004-08-29 02:00,0,努曼西亚,87,,1-1,1-0,0,皇家贝蒂斯,96,
2004-2005,1,2004-08-29 04:00,0,西班牙人,100,,1-1,1-0,0,拉科鲁尼亚,93,
2004-2005,1,2004-08-30 01:30,0,马洛卡,101,,0-1,0-0,0,皇家马德里,82,
2004-2005,1,2004-08-30 01:30,0,奥萨苏纳,94,,1-1,1-1,0,毕尔巴鄂竞技,92,
2004-2005,1,2004-08-30 01:30,0,皇家社会,106,,1-1,0-1,0,莱万特,103,
2004-2005,1,2004-08-30 01:30,0,塞维利亚,86,,1-0,0-0,0,阿尔巴切特,110,
2004-2005,1,2004-08-30 01:30,0,萨拉戈萨,111,,3-1,1-1,0,赫塔菲,98,
2004-2005,1,2004-08-30 03:30,0,桑坦德竞技,104,,0-2,0-0,0,巴塞罗那,84,
2004-2005,1,2004-08-31 03:00,0,巴伦西亚,91,,2-1,2-0,0,比利亚雷亚尔,107,
2004-2005,2,2004-09-11 23:59,0,毕尔巴鄂竞技,92,,2-2,2-0,0,巴伦西亚,91,
2004-2005,2,2004-09-12 02:00,0,皇家马德里,82,,1-0,1-0,0,努曼西亚,87,
2004-2005,2,2004-09-12 04:00,0,巴塞罗那,84,,2-0,1-0,0,塞维利亚,86,
2004-2005,2,2004-09-12 23:59,0,拉科鲁尼亚,93,,1-3,1-0,0,奥萨苏纳,94,
2004-2005,2,2004-09-13 01:30,0,皇家贝蒂斯,96,,1-4,0-2,0,西班牙人,100,
2004-2005,2,2004-09-13 01:30,0,赫塔菲,98,,1-2,0-1,0,马洛卡,101,
2004-2005,2,2004-09-13 01:30,0,莱万特,103,,3-1,0-1,0,桑坦德竞技,104,
2004-2005,2,2004-09-13 01:30,0,马拉加,102,,0-0,0-0,0,萨拉戈萨,111,
2004-2005,2,2004-09-13 01:30,0,比利亚雷亚尔,107,,0-0,0-0,0,皇家社会,106,
2004-2005,2,2004-09-13 03:30,0,阿尔巴切特,110,,0-2,0-0,0,马德里竞技,109,
2004-2005,3,2004-09-18 23:59,0,奥萨苏纳,94,,3-2,0-1,0,皇家贝蒂斯,96,
2004-2005,3,2004-09-19 02:00,0,西班牙人,100,,1-0,1-0,0,皇家马德里,82,
2004-2005,3,2004-09-19 04:00,0,巴伦西亚,91,,3-1,1-0,0,皇家社会,106,
2004-2005,3,2004-09-19 23:30,0,马洛卡,101,,1-2,0-1,0,马拉加,102,
2004-2005,3,2004-09-19 23:30,0,努曼西亚,87,,1-0,1-0,0,赫塔菲,98,
2004-2005,3,2004-09-19 23:30,0,桑坦德竞技,104,,1-1,0-0,0,比利亚雷亚尔,107,
2004-2005,3,2004-09-19 23:30,0,萨拉戈萨,111,,4-3,1-2,0,阿尔巴切特,110,
2004-2005,3,2004-09-19 23:35,0,塞维利亚,86,,3-0,1-0,0,莱万特,103,
2004-2005,3,2004-09-20 01:35,0,马德里竞技,109,,1-1,0-1,0,巴塞罗那,84,
2004-2005,3,2004-09-20 03:30,0,毕尔巴鄂竞技,92,,1-2,0-0,0,拉科鲁尼亚,93,
2004-2005,4,2004-09-22 04:00,0,皇家马德里,82,,1-0,0-0,0,奥萨苏纳,94,
2004-2005,4,2004-09-23 03:00,0,阿尔巴切特,110,,0-0,0-0,0,马洛卡,101,
2004-2005,4,2004-09-23 03:00,0,皇家贝蒂斯,96,,2-1,1-1,0,毕尔巴鄂竞技,92,
2004-2005,4,2004-09-23 03:00,0,赫塔菲,98,,1-0,1-0,0,西班牙人,100,
2004-2005,4,2004-09-23 03:00,0,莱万特,103,,1-0,1-0,0,马德里竞技,109,
2004-2005,4,2004-09-23 03:00,0,马拉加,102,,4-1,3-0,1,努曼西亚,87,
2004-2005,4,2004-09-23 03:00,0,皇家社会,106,,0-1,0-1,1,桑坦德竞技,104,
2004-2005,4,2004-09-23 03:00,0,比利亚雷亚尔,107,,0-0,0-0,0,塞维利亚,86,
2004-2005,4,2004-09-23 03:30,0,拉科鲁尼亚,93,,1-5,0-4,0,巴伦西亚,91,
2004-2005,4,2004-09-24 03:00,0,巴塞罗那,84,,4-1,1-1,0,萨拉戈萨,111,
2004-2005,5,2004-09-25 23:59,0,马德里竞技,109,,1-0,1-0,0,比利亚雷亚尔,107,
2004-2005,5,2004-09-26 02:00,0,毕尔巴鄂竞技,92,,2-1,2-0,0,皇家马德里,82,
2004-2005,5,2004-09-26 04:00,0,拉科鲁尼亚,93,,1-1,0-0,0,皇家贝蒂斯,96,
2004-2005,5,2004-09-26 23:30,0,西班牙人,100,,1-0,0-0,0,马拉加,102,
2004-2005,5,2004-09-26 23:30,0,努曼西亚,87,,0-0,0-0,0,阿尔巴切特,110,
2004-2005,5,2004-09-26 23:30,0,奥萨苏纳,94,,2-1,2-1,0,赫塔菲,98,
2004-2005,5,2004-09-26 23:30,0,巴伦西亚,91,,2-0,2-0,0,桑坦德竞技,104,
2004-2005,5,2004-09-26 23:35,0,萨拉戈萨,111,,4-3,1-2,0,莱万特,103,
2004-2005,5,2004-09-27 01:30,0,马洛卡,101,,1-3,0-3,0,巴塞罗那,84,
2004-2005,5,2004-09-27 03:30,0,塞维利亚,86,,2-1,1-1,0,皇家社会,106,
2004-2005,6,2004-10-03 04:00,0,皇家社会,106,19,1-0,1-0,0,马德里竞技,109,4
2004-2005,6,2004-10-03 23:00,0,赫塔菲,98,18,3-1,1-0,0,毕尔巴鄂竞技,92,11
2004-2005,6,2004-10-03 23:00,0,莱万特,103,10,2-0,2-0,0,马洛卡,101,15
2004-2005,6,2004-10-03 23:00,0,马拉加,102,9,2-0,1-0,0,奥萨苏纳,94,5
2004-2005,6,2004-10-03 23:00,0,桑坦德竞技,104,16,0-0,0-0,1,塞维利亚,86,6
2004-2005,6,2004-10-03 23:00,0,比利亚雷亚尔,107,17,2-0,1-0,0,萨拉戈萨,111,7
2004-2005,6,2004-10-03 23:00,1,阿尔巴切特,110,19,1-0,0-0,0,西班牙人,100,3
2004-2005,6,2004-10-03 23:00,0,皇家贝蒂斯,96,,1-1,1-1,0,巴伦西亚,91,
2004-2005,6,2004-10-04 01:00,0,巴塞罗那,84,2,1-0,0-0,0,努曼西亚,87,13
2004-2005,6,2004-10-04 03:00,0,皇家马德里,82,8,0-1,0-1,0,拉科鲁尼亚,93,14
2004-2005,7,2004-10-16 23:59,0,拉科鲁尼亚,93,11,2-1,1-0,0,赫塔菲,98,13
2004-2005,7,2004-10-17 02:00,0,皇家贝蒂斯,96,14,1-1,1-0,0,皇家马德里,82,10
2004-2005,7,2004-10-17 04:00,0,西班牙人,100,5,0-1,0-1,0,巴塞罗那,84,1
2004-2005,7,2004-10-17 23:00,0,毕尔巴鄂竞技,92,15,1-0,1-0,0,马拉加,102,5
2004-2005,7,2004-10-17 23:00,0,马洛卡,101,20,1-1,1-1,0,比利亚雷亚尔,107,13
2004-2005,7,2004-10-17 23:00,0,努曼西亚,87,18,1-3,0-1,0,莱万特,103,8
2004-2005,7,2004-10-17 23:00,0,萨拉戈萨,111,11,2-1,1-1,0,皇家社会,106,16
2004-2005,7,2004-10-18 01:00,0,马德里竞技,109,6,1-0,1-0,0,桑坦德竞技,104,19
2004-2005,7,2004-10-18 01:00,0,奥萨苏纳,94,9,3-2,2-1,1,阿尔巴切特,110,16
2004-2005,7,2004-10-18 03:00,1,巴伦西亚,91,2,1-2,0-0,2,塞维利亚,86,3
2004-2005,8,2004-10-24 02:00,0,马拉加,102,9,1-1,1-0,0,拉科鲁尼亚,93,8
2004-2005,8,2004-10-24 04:00,0,皇家马德里,82,11,1-0,1-0,0,巴伦西亚,91,2
2004-2005,8,2004-10-24 23:00,0,阿尔巴切特,110,16,1-0,1-0,0,毕尔巴鄂竞技,92,12
2004-2005,8,2004-10-24 23:00,0,赫塔菲,98,15,0-2,0-0,1,皇家贝蒂斯,96,14
2004-2005,8,2004-10-24 23:00,0,莱万特,103,5,0-2,0-0,0,西班牙人,100,10
2004-2005,8,2004-10-24 23:00,0,皇家社会,106,17,2-1,1-0,0,马洛卡,101,18
2004-2005,8,2004-10-24 23:00,0,桑坦德竞技,104,20,1-0,1-0,0,萨拉戈萨,111,7
2004-2005,8,2004-10-24 23:00,0,比利亚雷亚尔,107,13,4-0,1-0,0,努曼西亚,87,19
2004-2005,8,2004-10-25 01:00,0,塞维利亚,86,3,2-1,1-0,0,马德里竞技,109,4
2004-2005,8,2004-10-25 03:00,0,巴塞罗那,84,1,3-0,2-0,0,奥萨苏纳,94,6
2004-2005,9,2004-10-31 02:00,1,毕尔巴鄂竞技,92,14,1-1,1-1,0,巴塞罗那,84,1
2004-2005,9,2004-10-31 04:00,0,巴伦西亚,91,3,1-1,0-0,1,马德里竞技,109,5
2004-2005,9,2004-10-31 23:59,0,萨拉戈萨,111,8,3-0,2-0,0,塞维利亚,86,2
2004-2005,9,2004-10-31 23:59,0,西班牙人,100,5,0-0,0-0,0,比利亚雷亚尔,107,12
2004-2005,9,2004-10-31 23:59,0,拉科鲁尼亚,93,10,0-0,0-0,0,阿尔巴切特,110,15
2004-2005,9,2004-10-31 23:59,1,马洛卡,101,19,1-2,0-1,0,桑坦德竞技,104,17
2004-2005,9,2004-10-31 23:59,0,努曼西亚,87,20,0-2,0-0,0,皇家社会,106,15
2004-2005,9,2004-10-31 23:59,0,奥萨苏纳,94,9,0-1,0-1,0,莱万特,103,6
2004-2005,9,2004-11-01 02:00,0,皇家马德里,82,7,2-0,1-0,0,赫塔菲,98,18
2004-2005,9,2004-11-01 04:00,1,皇家贝蒂斯,96,13,1-1,1-1,1,马拉加,102,11
2004-2005,10,2004-11-07 03:00,0,巴塞罗那,84,1,2-1,2-1,0,拉科鲁尼亚,93,10
2004-2005,10,2004-11-07 05:00,0,阿尔巴切特,110,17,0-0,0-0,0,皇家贝蒂斯,96,13
2004-2005,10,2004-11-07 23:59,0,皇家社会,106,14,0-2,0-0,0,西班牙人,100,7
2004-2005,10,2004-11-07 23:59,0,桑坦德竞技,104,15,2-0,0-0,0,努曼西亚,87,20
2004-2005,10,2004-11-07 23:59,0,塞维利亚,86,2,1-1,0-0,0,马洛卡,101,19
2004-2005,10,2004-11-07 23:59,0,比利亚雷亚尔,107,13,3-0,2-0,0,奥萨苏纳,94,9
2004-2005,10,2004-11-07 23:59,0,赫塔菲,98,18,1-0,1-0,0,巴伦西亚,91,6
2004-2005,10,2004-11-07 23:59,0,莱万特,103,5,1-0,0-0,1,毕尔巴鄂竞技,92,17
2004-2005,10,2004-11-08 02:00,0,马拉加,102,11,0-2,0-1,0,皇家马德里,82,3
2004-2005,10,2004-11-08 04:00,0,马德里竞技,109,,1-1,0-1,0,萨拉戈萨,111,
2004-2005,11,2004-11-14 03:00,0,努曼西亚,87,20,2-1,0-0,0,塞维利亚,86,4
2004-2005,11,2004-11-14 03:00,0,奥萨苏纳,94,12,1-0,0-0,0,皇家社会,106,15
2004-2005,11,2004-11-14 03:00,0,巴伦西亚,91,7,0-0,0-0,0,萨拉戈萨,111,6
2004-2005,11,2004-11-14 03:00,0,毕尔巴鄂竞技,92,17,2-1,0-0,1,比利亚雷亚尔,107,9
2004-2005,11,2004-11-14 03:00,1,西班牙人,100,5,2-1,1-0,0,桑坦德竞技,104,10
2004-2005,11,2004-11-14 03:00,0,赫塔菲,98,18,1-0,0-0,0,马拉加,102,13
2004-2005,11,2004-11-14 05:00,0,拉科鲁尼亚,93,11,1-0,0-0,0,莱万特,103,3
2004-2005,11,2004-11-14 23:59,0,马洛卡,101,19,1-1,1-0,0,马德里竞技,109,8
2004-2005,11,2004-11-15 02:00,0,皇家马德里,82,2,6-1,3-1,0,阿尔巴切特,110,16
2004-2005,11,2004-11-15 04:00,0,皇家贝蒂斯,96,14,2-1,0-0,0,巴塞罗那,84,1
2004-2005,12,2004-11-21 03:00,0,马拉加,102,14,0-2,0-1,0,巴伦西亚,91,7
2004-2005,12,2004-11-21 03:00,1,比利亚雷亚尔,107,12,0-2,0-1,0,拉科鲁尼亚,93,9
2004-2005,12,2004-11-21 05:00,0,巴塞罗那,84,1,3-0,2-0,0,皇家马德里,82,2
2004-2005,12,2004-11-21 23:59,0,莱万特,103,4,1-2,1-1,0,皇家贝蒂斯,96,11
2004-2005,12,2004-11-21 23:59,2,阿尔巴切特,110,18,1-1,0-0,0,赫塔菲,98,16
2004-2005,12,2004-11-21 23:59,0,萨拉戈萨,111,5,0-1,0-1,0,马洛卡,101,20
2004-2005,12,2004-11-21 23:59,0,桑坦德竞技,104,13,1-1,0-1,0,奥萨苏纳,94,10
2004-2005,12,2004-11-21 23:59,0,塞维利亚,86,6,1-0,1-0,1,西班牙人,100,3
2004-2005,12,2004-11-22 02:00,1,马德里竞技,109,8,2-0,0-0,0,努曼西亚,87,19
2004-2005,12,2004-11-22 04:00,0,皇家社会,106,17,3-2,0-2,1,毕尔巴鄂竞技,92,15
2004-2005,13,2004-11-28 01:00,0,毕尔巴鄂竞技,92,17,3-0,2-0,0,桑坦德竞技,104,12
2004-2005,13,2004-11-28 03:00,1,赫塔菲,98,15,1-2,0-2,0,巴塞罗那,84,1
2004-2005,13,2004-11-28 05:00,0,西班牙人,100,4,2-1,0-0,0,马德里竞技,109,6
2004-2005,13,2004-11-28 23:59,0,拉科鲁尼亚,93,8,2-2,2-1,1,皇家社会,106,15
2004-2005,13,2004-11-28 23:59,0,马拉加,102,17,0-2,0-1,0,阿尔巴切特,110,18
2004-2005,13,2004-11-28 23:59,0,努曼西亚,87,20,2-1,2-1,0,萨拉戈萨,111,9
2004-2005,13,2004-11-28 23:59,0,奥萨苏纳,94,11,4-1,1-1,1,塞维利亚,86,4
