赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2014-2015,38,2015-05-24 00:30,0,埃瓦尔,131,18,3-0,3-0,0,科尔多瓦,146,20
2014-2015,38,2015-05-24 00:30,0,格拉那达,121,17,0-0,0-0,0,马德里竞技,109,3
2014-2015,38,2015-05-24 00:30,0,巴塞罗那,84,1,2-2,1-0,0,拉科鲁尼亚,93,16
2014-2015,38,2015-05-24 00:30,1,马拉加,102,8,2-3,0-0,0,塞维利亚,86,5
2014-2015,38,2015-05-24 00:30,0,阿尔梅里亚,141,19,2-3,2-2,1,巴伦西亚,91,4
2014-2015,38,2015-05-24 00:30,1,塞尔塔,114,11,3-2,1-1,0,西班牙人,100,9
2014-2015,38,2015-05-24 02:30,0,皇家马德里,82,2,7-3,3-3,0,赫塔菲,98,14
赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2015-2016,1,2015-08-22 02:30,0,马拉加,102,9,0-0,0-0,1,塞维利亚,86,5
2015-2016,1,2015-08-23 00:30,0,西班牙人,100,10,1-0,1-0,1,赫塔菲,98,14
2015-2016,1,2015-08-23 00:30,0,拉科鲁尼亚,93,17,0-0,0-0,0,皇家社会,106,12
2015-2016,1,2015-08-23 02:30,0,马德里竞技,109,3,1-0,1-0,0,拉斯帕尔马斯,991,西乙4
2015-2016,1,2015-08-23 04:30,0,巴列卡诺,994,11,0-0,0-0,0,巴伦西亚,91,4
2015-2016,1,2015-08-24 00:30,0,毕尔巴鄂竞技,92,7,0-1,0-0,0,巴塞罗那,84,1
2015-2016,1,2015-08-24 02:30,0,希洪竞技,113,西乙2,0-0,0-0,0,皇家马德里,82,2
2015-2016,1,2015-08-24 04:00,1,莱万特,103,15,1-2,0-1,0,塞尔塔,114,8
2015-2016,1,2015-08-24 04:30,0,皇家贝蒂斯,96,西乙1,1-1,0-1,1,比利亚雷亚尔,107,6
2015-2016,1,2015-08-25 02:30,1,格拉那达,121,18,1-3,0-2,0,埃瓦尔,131,16
2015-2016,2,2015-08-29 02:30,0,比利亚雷亚尔,107,7,3-1,0-1,0,西班牙人,100,4
2015-2016,2,2015-08-30 00:30,0,皇家社会,106,14,0-0,0-0,0,希洪竞技,113,13
2015-2016,2,2015-08-30 02:30,0,巴塞罗那,84,5,1-0,0-0,0,马拉加,102,12
2015-2016,2,2015-08-30 04:00,0,塞尔塔,114,3,3-0,1-0,1,巴列卡诺,994,15
2015-2016,2,2015-08-30 04:30,0,皇家马德里,82,8,5-0,2-0,0,皇家贝蒂斯,96,7
2015-2016,2,2015-08-31 00:30,0,埃瓦尔,131,5,2-0,1-0,0,毕尔巴鄂竞技,92,18
2015-2016,2,2015-08-31 02:30,1,巴伦西亚,91,12,1-1,1-1,0,拉科鲁尼亚,93,10
2015-2016,2,2015-08-31 02:30,0,塞维利亚,86,11,0-3,0-1,0,马德里竞技,109,6
2015-2016,2,2015-08-31 04:30,0,拉斯帕尔马斯,991,19,0-0,0-0,0,莱万特,103,16
2015-2016,2,2015-08-31 04:30,0,赫塔菲,98,17,1-2,0-2,0,格拉那达,121,20
2015-2016,3,2015-09-12 02:30,0,莱万特,103,13,1-1,0-1,0,塞维利亚,86,17
2015-2016,3,2015-09-12 22:00,0,西班牙人,100,8,0-6,0-4,0,皇家马德里,82,5
2015-2016,3,2015-09-13 00:15,0,希洪竞技,113,11,0-1,0-0,0,巴伦西亚,91,10
2015-2016,3,2015-09-13 02:30,0,马德里竞技,109,3,1-2,0-0,0,巴塞罗那,84,4
2015-2016,3,2015-09-13 04:00,1,皇家贝蒂斯,96,18,1-0,1-0,0,皇家社会,106,12
2015-2016,3,2015-09-13 18:00,0,格拉那达,121,9,1-3,0-0,0,比利亚雷亚尔,107,7
2015-2016,3,2015-09-13 22:00,0,毕尔巴鄂竞技,92,20,3-1,2-0,0,赫塔菲,98,19
2015-2016,3,2015-09-14 00:15,0,塞尔塔,114,3,3-3,2-1,1,拉斯帕尔马斯,991,17
2015-2016,3,2015-09-14 02:30,0,马拉加,102,16,0-0,0-0,0,埃瓦尔,131,4
2015-2016,3,2015-09-15 02:30,1,巴列卡诺,994,19,1-3,1-2,0,拉科鲁尼亚,93,12
2015-2016,4,2015-09-19 02:30,0,赫塔菲,98,20,1-0,1-0,0,马拉加,102,17
2015-2016,4,2015-09-19 22:00,0,皇家马德里,82,2,1-0,0-0,0,格拉那达,121,11
2015-2016,4,2015-09-20 00:15,0,巴伦西亚,91,8,0-0,0-0,1,皇家贝蒂斯,96,9
2015-2016,4,2015-09-20 02:30,0,埃瓦尔,131,5,0-2,0-0,0,马德里竞技,109,6
2015-2016,4,2015-09-20 04:00,1,皇家社会,106,16,2-3,1-1,0,西班牙人,100,13
2015-2016,4,2015-09-20 18:00,0,塞维利亚,86,19,1-2,0-2,1,塞尔塔,114,4
2015-2016,4,2015-09-20 22:00,0,拉科鲁尼亚,93,9,2-3,2-3,0,希洪竞技,113,16
2015-2016,4,2015-09-21 00:15,0,比利亚雷亚尔,107,5,3-1,1-0,0,毕尔巴鄂竞技,92,11
2015-2016,4,2015-09-21 02:30,0,巴塞罗那,84,3,4-1,0-0,0,莱万特,103,15
2015-2016,4,2015-09-21 02:30,0,拉斯帕尔马斯,991,14,0-1,0-1,0,巴列卡诺,994,20
2015-2016,5,2015-09-23 02:00,0,马德里竞技,109,5,2-0,1-0,0,赫塔菲,98,14
2015-2016,5,2015-09-23 02:00,0,西班牙人,100,8,1-0,1-0,0,巴伦西亚,91,7
2015-2016,5,2015-09-23 04:00,0,格拉那达,121,15,0-3,0-2,0,皇家社会,106,17
2015-2016,5,2015-09-24 02:00,0,塞尔塔,114,5,4-1,2-0,0,巴塞罗那,84,2
2015-2016,5,2015-09-24 02:00,0,莱万特,103,19,2-2,0-1,0,埃瓦尔,131,7
2015-2016,5,2015-09-24 02:00,0,巴列卡诺,994,13,2-1,1-0,1,希洪竞技,113,11
2015-2016,5,2015-09-24 03:00,0,毕尔巴鄂竞技,92,14,1-2,0-1,0,皇家马德里,82,3
2015-2016,5,2015-09-24 04:00,0,马拉加,102,18,0-1,0-0,0,比利亚雷亚尔,107,4
2015-2016,5,2015-09-24 04:00,0,拉斯帕尔马斯,991,17,2-0,1-0,0,塞维利亚,86,20
2015-2016,5,2015-09-25 04:00,0,皇家贝蒂斯,96,14,1-2,0-0,0,拉科鲁尼亚,93,10
2015-2016,6,2015-09-26 02:30,0,巴伦西亚,91,10,1-0,1-0,0,格拉那达,121,18
2015-2016,6,2015-09-26 22:00,0,巴塞罗那,84,5,2-1,1-0,0,拉斯帕尔马斯,991,12
2015-2016,6,2015-09-27 00:15,0,皇家马德里,82,1,0-0,0-0,1,马拉加,102,19
2015-2016,6,2015-09-27 02:30,0,塞维利亚,86,20,3-2,2-0,1,巴列卡诺,994,10
2015-2016,6,2015-09-27 02:30,0,比利亚雷亚尔,107,3,1-0,1-0,0,马德里竞技,109,4
2015-2016,6,2015-09-27 04:05,0,埃瓦尔,131,9,1-1,1-0,0,塞尔塔,114,2
2015-2016,6,2015-09-27 18:00,0,希洪竞技,113,13,1-2,1-0,0,皇家贝蒂斯,96,15
2015-2016,6,2015-09-27 22:00,0,拉科鲁尼亚,93,9,3-0,2-0,1,西班牙人,100,8
2015-2016,6,2015-09-28 00:15,0,赫塔菲,98,19,3-0,0-0,0,莱万特,103,17
2015-2016,6,2015-09-28 02:30,0,皇家社会,106,11,0-0,0-0,0,毕尔巴鄂竞技,92,18
2015-2016,7,2015-10-03 02:30,0,塞尔塔,114,4,0-0,0-0,0,赫塔菲,98,13
2015-2016,7,2015-10-03 22:00,0,塞维利亚,86,16,2-1,0-0,0,巴塞罗那,84,3
2015-2016,7,2015-10-04 00:15,0,格拉那达,121,20,1-1,0-1,0,拉科鲁尼亚,93,6
2015-2016,7,2015-10-04 02:30,0,西班牙人,100,9,1-2,0-1,0,希洪竞技,113,15
2015-2016,7,2015-10-04 04:00,0,拉斯帕尔马斯,991,14,0-2,0-1,0,埃瓦尔,131,7
2015-2016,7,2015-10-04 04:05,1,马拉加,102,18,3-1,2-1,0,皇家社会,106,13
2015-2016,7,2015-10-04 18:00,0,巴列卡诺,994,14,0-2,0-1,0,皇家贝蒂斯,96,12
2015-2016,7,2015-10-04 22:00,0,毕尔巴鄂竞技,92,18,3-1,1-1,0,巴伦西亚,91,8
2015-2016,7,2015-10-05 00:15,0,莱万特,103,20,1-0,0-0,1,比利亚雷亚尔,107,1
2015-2016,7,2015-10-05 02:30,0,马德里竞技,109,5,1-1,0-1,0,皇家马德里,82,4
2015-2016,8,2015-10-17 22:00,0,皇家马德里,82,2,3-0,2-0,0,莱万特,103,18
2015-2016,8,2015-10-18 00:15,0,埃瓦尔,131,7,1-1,1-0,0,塞维利亚,86,12
2015-2016,8,2015-10-18 02:30,0,巴塞罗那,84,4,5-2,2-1,0,巴列卡诺,994,15
2015-2016,8,2015-10-18 04:00,0,巴伦西亚,91,9,3-0,2-0,0,马拉加,102,17
2015-2016,8,2015-10-18 04:05,0,皇家贝蒂斯,96,8,1-3,0-1,0,西班牙人,100,10
2015-2016,8,2015-10-18 18:00,1,比利亚雷亚尔,107,3,1-2,0-1,0,塞尔塔,114,4
2015-2016,8,2015-10-18 22:00,1,皇家社会,106,16,0-2,0-1,0,马德里竞技,109,5
2015-2016,8,2015-10-19 00:15,0,赫塔菲,98,14,4-0,2-0,1,拉斯帕尔马斯,991,19
2015-2016,8,2015-10-19 02:30,0,拉科鲁尼亚,93,7,2-2,0-1,0,毕尔巴鄂竞技,92,13
2015-2016,8,2015-10-20 02:30,0,希洪竞技,113,13,3-3,1-2,2,格拉那达,121,20
2015-2016,9,2015-10-24 02:30,1,巴列卡诺,994,15,3-0,1-0,1,西班牙人,100,9
2015-2016,9,2015-10-24 22:00,1,塞尔塔,114,2,1-3,0-2,0,皇家马德里,82,1
2015-2016,9,2015-10-25 00:15,0,格拉那达,121,20,1-1,1-1,0,皇家贝蒂斯,96,10
2015-2016,9,2015-10-25 02:30,0,塞维利亚,86,14,5-0,2-0,1,赫塔菲,98,11
2015-2016,9,2015-10-25 04:05,0,马拉加,102,17,2-0,0-0,0,拉科鲁尼亚,93,6
2015-2016,9,2015-10-25 19:00,1,莱万特,103,19,0-4,0-2,0,皇家社会,106,17
2015-2016,9,2015-10-25 23:00,0,拉斯帕尔马斯,991,20,0-0,0-0,0,比利亚雷亚尔,107,5
2015-2016,9,2015-10-26 01:15,1,巴塞罗那,84,3,3-1,1-1,0,埃瓦尔,131,6
2015-2016,9,2015-10-26 03:30,0,马德里竞技,109,4,2-1,2-0,0,巴伦西亚,91,8
2015-2016,9,2015-10-27 03:30,0,毕尔巴鄂竞技,92,17,3-0,2-0,0,希洪竞技,113,15
2015-2016,10,2015-10-31 03:30,0,拉科鲁尼亚,93,6,1-1,0-1,0,马德里竞技,109,3
2015-2016,10,2015-10-31 23:00,0,皇家马德里,82,1,3-1,3-1,0,拉斯帕尔马斯,991,18
2015-2016,10,2015-11-01 01:15,0,比利亚雷亚尔,107,5,2-1,1-0,0,塞维利亚,86,8
2015-2016,10,2015-11-01 01:15,0,巴伦西亚,91,9,3-0,0-0,0,莱万特,103,20
2015-2016,10,2015-11-01 03:30,0,赫塔菲,98,13,0-2,0-1,0,巴塞罗那,84,2
2015-2016,10,2015-11-01 05:05,0,皇家社会,106,15,2-3,2-1,0,塞尔塔,114,4
2015-2016,10,2015-11-01 19:00,0,埃瓦尔,131,8,1-0,1-0,0,巴列卡诺,994,14
2015-2016,10,2015-11-01 23:00,1,西班牙人,100,11,1-1,0-0,0,格拉那达,121,18
2015-2016,10,2015-11-02 01:15,0,希洪竞技,113,17,1-0,1-0,0,马拉加,102,16
2015-2016,10,2015-11-02 03:30,0,皇家贝蒂斯,96,10,1-3,0-2,0,毕尔巴鄂竞技,92,12
2015-2016,11,2015-11-07 03:30,0,拉斯帕尔马斯,991,19,2-0,1-0,0,皇家社会,106,16
2015-2016,11,2015-11-07 23:00,0,塞尔塔,114,3,1-5,1-2,0,巴伦西亚,91,7
2015-2016,11,2015-11-08 01:15,0,莱万特,103,20,1-1,0-1,0,拉科鲁尼亚,93,9
2015-2016,11,2015-11-08 03:30,0,埃瓦尔,131,6,3-1,2-1,1,赫塔菲,98,14
2015-2016,11,2015-11-08 03:30,1,巴列卡诺,994,15,2-1,2-0,0,格拉那达,121,19
2015-2016,11,2015-11-08 05:05,0,马拉加,102,17,0-1,0-0,0,皇家贝蒂斯,96,13
2015-2016,11,2015-11-08 19:00,0,毕尔巴鄂竞技,92,10,2-1,1-0,0,西班牙人,100,12
2015-2016,11,2015-11-08 23:00,0,巴塞罗那,84,2,3-0,0-0,0,比利亚雷亚尔,107,5
2015-2016,11,2015-11-09 01:15,0,马德里竞技,109,4,1-0,0-0,0,希洪竞技,113,14
2015-2016,11,2015-11-09 03:30,0,塞维利亚,86,13,3-2,1-1,0,皇家马德里,82,1
2015-2016,12,2015-11-21 23:00,0,皇家社会,106,16,2-0,0-0,0,塞维利亚,86,10
2015-2016,12,2015-11-22 01:15,1,皇家马德里,82,2,0-4,0-2,0,巴塞罗那,84,1
2015-2016,12,2015-11-22 03:30,0,西班牙人,100,13,2-0,2-0,0,马拉加,102,17
2015-2016,12,2015-11-22 05:00,0,巴伦西亚,91,7,1-1,1-0,0,拉斯帕尔马斯,991,18
2015-2016,12,2015-11-22 05:05,0,拉科鲁尼亚,93,9,2-0,1-0,0,塞尔塔,114,4
2015-2016,12,2015-11-22 19:00,0,希洪竞技,113,15,0-3,0-3,0,莱万特,103,20
2015-2016,12,2015-11-22 23:00,0,比利亚雷亚尔,107,5,1-1,0-1,1,埃瓦尔,131,7
2015-2016,12,2015-11-23 01:15,0,格拉那达,121,19,2-0,1-0,0,毕尔巴鄂竞技,92,9
2015-2016,12,2015-11-23 03:30,0,皇家贝蒂斯,96,12,0-1,0-1,0,马德里竞技,109,3
2015-2016,12,2015-11-24 03:30,0,赫塔菲,98,17,1-1,0-0,0,巴列卡诺,994,13
2015-2016,13,2015-11-28 03:30,1,莱万特,103,19,0-1,0-1,1,皇家贝蒂斯,96,12
2015-2016,13,2015-11-28 23:00,0,巴塞罗那,84,1,4-0,2-0,0,皇家社会,106,14
2015-2016,13,2015-11-29 01:15,0,马德里竞技,109,2,1-0,1-0,0,西班牙人,100,11
2015-2016,13,2015-11-29 03:30,1,马拉加,102,20,2-2,1-0,0,格拉那达,121,17
2015-2016,13,2015-11-29 05:00,0,拉斯帕尔马斯,991,18,0-2,0-1,0,拉科鲁尼亚,93,8
2015-2016,13,2015-11-29 05:05,0,塞尔塔,114,5,2-1,1-0,0,希洪竞技,113,15
2015-2016,13,2015-11-29 19:00,0,赫塔菲,98,17,2-0,1-0,0,比利亚雷亚尔,107,6
2015-2016,13,2015-11-29 23:00,0,埃瓦尔,131,7,0-2,0-1,0,皇家马德里,82,3
2015-2016,13,2015-11-30 01:15,0,巴列卡诺,994,13,0-3,0-2,1,毕尔巴鄂竞技,92,10
2015-2016,13,2015-11-30 03:30,0,塞维利亚,86,12,1-0,0-0,2,巴伦西亚,91,8
2015-2016,14,2015-12-05 23:00,0,皇家马德里,82,3,4-1,4-0,0,赫塔菲,98,13
2015-2016,14,2015-12-06 01:15,0,格拉那达,121,17,0-2,0-1,0,马德里竞技,109,2
2015-2016,14,2015-12-06 03:30,0,巴伦西亚,91,9,1-1,0-0,0,巴塞罗那,84,1
2015-2016,14,2015-12-06 05:00,0,拉科鲁尼亚,93,5,1-1,1-0,0,塞维利亚,86,10
2015-2016,14,2015-12-06 05:05,0,皇家贝蒂斯,96,11,1-1,0-1,1,塞尔塔,114,4
2015-2016,14,2015-12-06 19:00,0,皇家社会,106,15,2-1,1-1,0,埃瓦尔,131,9
2015-2016,14,2015-12-06 23:00,0,比利亚雷亚尔,107,6,2-1,0-1,0,巴列卡诺,994,14
2015-2016,14,2015-12-07 01:15,0,希洪竞技,113,16,3-1,1-1,1,拉斯帕尔马斯,991,19
2015-2016,14,2015-12-07 03:30,1,毕尔巴鄂竞技,92,8,0-0,0-0,0,马拉加,102,18
2015-2016,14,2015-12-08 03:30,0,西班牙人,100,12,1-1,0-1,0,莱万特,103,20
2015-2016,15,2015-12-12 03:30,0,赫塔菲,98,15,1-1,0-0,0,皇家社会,106,13
2015-2016,15,2015-12-12 23:00,0,巴塞罗那,84,1,2-2,1-0,0,拉科鲁尼亚,93,6
2015-2016,15,2015-12-13 01:15,0,莱万特,103,19,1-2,0-0,0,格拉那达,121,18
2015-2016,15,2015-12-13 01:15,1,塞尔塔,114,4,1-0,1-0,0,西班牙人,100,12
2015-2016,15,2015-12-13 03:30,0,塞维利亚,86,10,2-0,0-0,1,希洪竞技,113,14
2015-2016,15,2015-12-13 05:05,0,拉斯帕尔马斯,991,20,1-0,0-0,0,皇家贝蒂斯,96,11
2015-2016,15,2015-12-13 19:00,0,巴列卡诺,994,17,1-2,1-0,0,马拉加,102,19
2015-2016,15,2015-12-13 23:00,1,埃瓦尔,131,10,1-1,1-0,1,巴伦西亚,91,9
2015-2016,15,2015-12-14 01:15,0,马德里竞技,109,2,2-1,1-1,0,毕尔巴鄂竞技,92,8
2015-2016,15,2015-12-14 03:30,0,比利亚雷亚尔,107,5,1-0,1-0,0,皇家马德里,82,3
2015-2016,16,2015-12-19 23:00,0,巴伦西亚,91,8,2-2,2-2,0,赫塔菲,98,14
2015-2016,16,2015-12-20 01:15,0,西班牙人,100,12,1-0,0-0,0,拉斯帕尔马斯,991,19
2015-2016,16,2015-12-20 03:30,0,皇家贝蒂斯,96,11,0-0,0-0,0,塞维利亚,86,7
2015-2016,16,2015-12-20 05:05,1,拉科鲁尼亚,93,6,2-0,1-0,0,埃瓦尔,131,10
2015-2016,16,2015-12-20 23:00,0,皇家马德里,82,3,10-2,4-2,2,巴列卡诺,994,18
2015-2016,16,2015-12-21 01:15,0,皇家社会,106,13,0-2,0-1,0,比利亚雷亚尔,107,5
2015-2016,16,2015-12-21 01:15,0,格拉那达,121,17,0-2,0-2,0,塞尔塔,114,4
2015-2016,16,2015-12-21 01:15,0,毕尔巴鄂竞技,92,9,2-0,0-0,0,莱万特,103,20
2015-2016,16,2015-12-21 03:30,0,马拉加,102,16,1-0,0-0,1,马德里竞技,109,2
2015-2016,16,2016-02-18 01:30,0,希洪竞技,113,16,1-3,1-2,0,巴塞罗那,84,1
2015-2016,17,2015-12-30 23:00,0,莱万特,103,20,0-1,0-0,0,马拉加,102,13
2015-2016,17,2015-12-30 23:00,0,皇家马德里,82,3,3-1,1-0,0,皇家社会,106,14
2015-2016,17,2015-12-31 01:15,0,塞维利亚,86,8,2-0,2-0,0,西班牙人,100,12
2015-2016,17,2015-12-31 01:15,0,巴列卡诺,994,18,0-2,0-0,0,马德里竞技,109,2
2015-2016,17,2015-12-31 01:30,0,埃瓦尔,131,10,2-0,0-0,0,希洪竞技,113,16
2015-2016,17,2015-12-31 03:30,0,赫塔菲,98,15,0-0,0-0,0,拉科鲁尼亚,93,6
2015-2016,17,2015-12-31 03:30,0,巴塞罗那,84,1,4-0,2-0,0,皇家贝蒂斯,96,11
2015-2016,17,2015-12-31 03:30,0,塞尔塔,114,4,0-1,0-0,0,毕尔巴鄂竞技,92,7
2015-2016,17,2015-12-31 04:00,0,拉斯帕尔马斯,991,19,4-1,1-0,1,格拉那达,121,17
2015-2016,17,2015-12-31 23:00,0,比利亚雷亚尔,107,5,1-0,0-0,0,巴伦西亚,91,10
2015-2016,18,2016-01-02 23:00,0,西班牙人,100,13,0-0,0-0,0,巴塞罗那,84,1
2015-2016,18,2016-01-03 03:30,0,马德里竞技,109,2,1-0,0-0,0,莱万特,103,20
2015-2016,18,2016-01-03 05:05,0,马拉加,102,11,2-0,2-0,1,塞尔塔,114,5
2015-2016,18,2016-01-03 19:00,0,巴列卡诺,994,19,2-2,1-1,0,皇家社会,106,15
2015-2016,18,2016-01-03 23:00,0,皇家贝蒂斯,96,13,0-4,0-2,0,埃瓦尔,131,9
2015-2016,18,2016-01-03 23:00,0,格拉那达,121,18,2-1,2-1,1,塞维利亚,86,8
2015-2016,18,2016-01-04 01:15,0,毕尔巴鄂竞技,92,7,2-2,1-0,0,拉斯帕尔马斯,991,16
2015-2016,18,2016-01-04 01:15,0,拉科鲁尼亚,93,6,1-2,0-1,0,比利亚雷亚尔,107,4
2015-2016,18,2016-01-04 03:30,0,巴伦西亚,91,11,2-2,1-1,1,皇家马德里,82,3
2015-2016,18,2016-01-05 03:30,0,希洪竞技,113,18,1-2,1-0,0,赫塔菲,98,15
2015-2016,19,2016-01-09 23:00,0,巴塞罗那,84,2,4-0,2-0,0,格拉那达,121,17
2015-2016,19,2016-01-10 01:15,0,赫塔菲,98,13,1-0,0-0,0,皇家贝蒂斯,96,14
2015-2016,19,2016-01-10 01:15,0,塞维利亚,86,9,2-0,1-0,0,毕尔巴鄂竞技,92,6
2015-2016,19,2016-01-10 03:30,0,皇家马德里,82,3,5-0,2-0,0,拉科鲁尼亚,93,7
2015-2016,19,2016-01-10 05:05,0,莱万特,103,20,2-1,0-0,0,巴列卡诺,994,19
2015-2016,19,2016-01-10 19:00,0,比利亚雷亚尔,107,4,2-0,1-0,0,希洪竞技,113,18
2015-2016,19,2016-01-10 23:00,0,皇家社会,106,15,2-0,0-0,0,巴伦西亚,91,10
2015-2016,19,2016-01-11 01:15,0,埃瓦尔,131,8,2-1,1-1,0,西班牙人,100,13
2015-2016,19,2016-01-11 01:15,0,拉斯帕尔马斯,991,16,1-1,0-0,0,马拉加,102,11
2015-2016,19,2016-01-11 03:30,0,塞尔塔,114,5,0-2,0-0,0,马德里竞技,109,2
2015-2016,20,2016-01-16 23:00,1,塞维利亚,86,7,2-1,2-0,1,马拉加,102,10
2015-2016,20,2016-01-17 01:15,0,塞尔塔,114,5,4-3,2-0,0,莱万特,103,20
2015-2016,20,2016-01-17 03:30,0,比利亚雷亚尔,107,4,0-0,0-0,0,皇家贝蒂斯,96,15
2015-2016,20,2016-01-17 05:05,0,皇家社会,106,14,1-1,0-1,0,拉科鲁尼亚,93,9
2015-2016,20,2016-01-17 19:00,0,巴伦西亚,91,11,2-2,0-1,0,巴列卡诺,994,19
2015-2016,20,2016-01-17 23:00,0,皇家马德里,82,3,5-1,5-0,0,希洪竞技,113,18
2015-2016,20,2016-01-18 01:15,0,拉斯帕尔马斯,991,16,0-3,0-1,0,马德里竞技,109,1
2015-2016,20,2016-01-18 01:15,0,赫塔菲,98,12,3-1,2-1,0,西班牙人,100,14
2015-2016,20,2016-01-18 03:30,0,巴塞罗那,84,2,6-0,2-0,1,毕尔巴鄂竞技,92,8
2015-2016,20,2016-01-19 03:30,0,埃瓦尔,131,7,5-1,2-0,0,格拉那达,121,17
2015-2016,21,2016-01-23 03:30,0,希洪竞技,113,19,5-1,3-1,0,皇家社会,106,13
2015-2016,21,2016-01-23 23:00,0,马拉加,102,12,1-2,1-1,0,巴塞罗那,84,2
2015-2016,21,2016-01-24 01:15,1,西班牙人,100,14,2-2,2-1,0,比利亚雷亚尔,107,4
2015-2016,21,2016-01-24 03:30,0,格拉那达,121,18,3-2,2-0,0,赫塔菲,98,10
2015-2016,21,2016-01-24 05:05,0,巴列卡诺,994,19,3-0,3-0,0,塞尔塔,114,5
2015-2016,21,2016-01-24 19:00,0,毕尔巴鄂竞技,92,9,5-2,3-1,0,埃瓦尔,131,6
2015-2016,21,2016-01-24 23:00,0,马德里竞技,109,2,0-0,0-0,1,塞维利亚,86,7
2015-2016,21,2016-01-25 01:15,0,拉科鲁尼亚,93,8,1-1,1-0,0,巴伦西亚,91,11
2015-2016,21,2016-01-25 03:30,0,皇家贝蒂斯,96,15,1-1,1-0,0,皇家马德里,82,3
2015-2016,21,2016-01-26 03:30,1,莱万特,103,20,3-2,1-0,0,拉斯帕尔马斯,991,18
2015-2016,22,2016-01-30 23:00,0,巴塞罗那,84,1,2-1,2-1,2,马德里竞技,109,2
2015-2016,22,2016-01-31 01:15,1,赫塔菲,98,10,0-1,0-1,0,毕尔巴鄂竞技,92,8
2015-2016,22,2016-01-31 01:15,0,埃瓦尔,131,6,1-2,0-1,0,马拉加,102,12
2015-2016,22,2016-01-31 03:30,0,比利亚雷亚尔,107,4,1-0,0-0,0,格拉那达,121,16
2015-2016,22,2016-01-31 05:05,0,皇家社会,106,15,2-1,2-0,0,皇家贝蒂斯,96,14
2015-2016,22,2016-01-31 19:00,0,塞维利亚,86,8,3-1,1-0,0,莱万特,103,20
2015-2016,22,2016-01-31 23:00,0,巴伦西亚,91,12,0-1,0-0,0,希洪竞技,113,19
2015-2016,22,2016-02-01 01:15,0,拉斯帕尔马斯,991,18,2-1,1-1,1,塞尔塔,114,6
2015-2016,22,2016-02-01 03:30,0,皇家马德里,82,3,6-0,4-0,0,西班牙人,100,14
2015-2016,22,2016-02-02 03:30,0,拉科鲁尼亚,93,9,2-2,1-2,0,巴列卡诺,994,19
2015-2016,23,2016-02-06 03:30,0,马拉加,102,10,3-0,3-0,0,赫塔菲,98,11
2015-2016,23,2016-02-06 23:00,0,马德里竞技,109,2,3-1,0-0,0,埃瓦尔,131,8
2015-2016,23,2016-02-07 01:15,0,巴列卡诺,994,18,2-0,1-0,0,拉斯帕尔马斯,991,16
2015-2016,23,2016-02-07 03:30,1,毕尔巴鄂竞技,92,6,0-0,0-0,1,比利亚雷亚尔,107,4
2015-2016,23,2016-02-07 05:05,0,希洪竞技,113,17,1-1,1-1,0,拉科鲁尼亚,93,9
2015-2016,23,2016-02-07 19:00,0,莱万特,103,20,0-2,0-1,0,巴塞罗那,84,1
2015-2016,23,2016-02-07 23:00,0,皇家贝蒂斯,96,16,1-0,0-0,1,巴伦西亚,91,12
2015-2016,23,2016-02-08 01:15,0,塞尔塔,114,7,1-1,0-1,1,塞维利亚,86,5
2015-2016,23,2016-02-08 03:30,0,格拉那达,121,19,1-2,0-1,0,皇家马德里,82,3
2015-2016,23,2016-02-09 03:30,0,西班牙人,100,17,0-5,0-2,0,皇家社会,106,14
2015-2016,24,2016-02-13 03:30,0,希洪竞技,113,16,2-2,2-1,0,巴列卡诺,994,15
2015-2016,24,2016-02-13 23:00,1,皇家马德里,82,3,4-2,3-1,0,毕尔巴鄂竞技,92,6
2015-2016,24,2016-02-14 01:15,0,比利亚雷亚尔,107,4,1-0,1-0,0,马拉加,102,10
2015-2016,24,2016-02-14 03:30,0,巴伦西亚,91,13,2-1,0-0,0,西班牙人,100,17
2015-2016,24,2016-02-14 05:05,0,拉科鲁尼亚,93,9,2-2,1-2,0,皇家贝蒂斯,96,14
2015-2016,24,2016-02-14 19:00,0,皇家社会,106,12,3-0,2-0,0,格拉那达,121,19
2015-2016,24,2016-02-14 23:00,0,塞维利亚,86,5,2-0,0-0,0,拉斯帕尔马斯,991,18
2015-2016,24,2016-02-15 01:15,0,埃瓦尔,131,8,2-0,1-0,0,莱万特,103,20
2015-2016,24,2016-02-15 01:15,0,赫塔菲,98,13,0-1,0-1,0,马德里竞技,109,3
2015-2016,24,2016-02-15 03:30,0,巴塞罗那,84,1,6-1,1-1,0,塞尔塔,114,7
2015-2016,25,2016-02-20 03:30,0,莱万特,103,20,3-0,2-0,0,赫塔菲,98,13
2015-2016,25,2016-02-20 23:00,0,拉斯帕尔马斯,991,18,1-2,1-2,0,巴塞罗那,84,1
2015-2016,25,2016-02-21 01:15,0,西班牙人,100,17,1-0,0-0,0,拉科鲁尼亚,93,9
2015-2016,25,2016-02-21 03:30,0,皇家贝蒂斯,96,14,1-1,0-0,0,希洪竞技,113,16
